,words,sentiment_vector
1707,reimbursement,"[0.9959430604857379, 0.08998566702704215, 0.0, 0.0, 0.0, 0.0]"
1708,hundreds,"[0.5017591007388728, 0.564679770205169, 0.6552667868484984, 0.0, 0.0, 0.0]"
1709,traveled,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1710,a320,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1711,—,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1712,discuss,"[0.8156054012944185, 0.2664871435054916, 0.28764365835894196, 0.416641697691216, 0.08627429093605987, 0.0]"
1713,kp,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1714,english,"[0.991659810711293, 0.12888296947247382, 0.0, 0.0, 0.0, 0.0]"
1715,certainly,"[0.13598423581180608, 0.1720588535390118, -0.9756556967135077, 0.0, 0.0, 0.0]"
1716,rows,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1717,basically,"[0.1786152291196916, 0.2712781280643337, 0.9457826268019681, 0.0, 0.0, 0.0]"
1718,workers,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1719,:pensive_face:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1720,lesson,"[0.37436334446039143, 0.03369265740596071, 0.9204469889209245, 0.1072111549595395, 0.0, 0.0]"
1721,ticketed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1722,understood,"[0.6741642028524399, 0.16786661259603058, 0.0012691915948413604, 0.04086711053122804, 0.7180889195617715, 0.0]"
1723,ual,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1724,poorly,"[0.23461948305127941, 0.5369309687808393, 0.7092262208062041, 0.3607703021106856, 0.13604185501009866, -0.07067109351173957]"
1725,value,"[0.20624157977102667, 0.3790596757306967, 0.24857063323440304, 0.6617592157770713, 0.5604155187323541, 0.0]"
1726,retrieve,"[0.9926851413286331, 0.12073197664807699, 0.0, 0.0, 0.0, 0.0]"
1727,travels,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1728,credits,"[0.6419351174419505, 0.748301068067099, 0.1479882354396917, 0.07787360718417002, 0.0, 0.0]"
1729,causing,"[0.41954789894390926, 0.43191839233755847, -0.7983896685530757, 0.0, 0.0, 0.0]"
1730,lied,"[0.2648057750891476, 0.8126270901725386, 0.5191484506354116, 0.0, 0.0, 0.0]"
1731,reroute,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1732,discount,"[0.31539784963116646, 0.4380041332508995, 0.5123143382464537, 0.6679899658904036, 0.0, 0.0]"
1733,meant,"[0.954073175891301, 0.2995736554583637, 0.0, 0.0, 0.0, 0.0]"
1734,weight,"[0.07958650547002646, 0.18548424449763787, 0.4479353344873172, 0.8709853726142278, 0.0, 0.0]"
1735,peanuts,"[0.05208086319788577, 0.7606116413216624, 0.6471147616725569, 0.0, 0.0, 0.0]"
1736,loyalty,"[0.7599606858400187, 0.18827036309041412, 0.21339566960014753, 0.4111090674373757, 0.4152898376147049, 0.0]"
1737,legroom,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1738,carrier,"[0.992420442237643, 0.12288883524893891, 0.0, 0.0, 0.0, 0.0]"
1739,msp,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1740,somebody,"[0.8626606164159011, 0.5057832153056661, 0.0, 0.0, 0.0, 0.0]"
1741,winners,"[0.9888523922615416, 0.05490921922038071, 0.13840492752512185, 0.0, 0.0, 0.0]"
1742,size,"[0.5899022736513094, 0.8030213523852927, 0.08468775091069, 0.0, 0.0, 0.0]"
1743,prepared,"[0.039980894739145616, 0.6111870997288257, 0.19051475050964037, 0.5175065784557288, 0.5663417062818328, 0.0]"
1744,nasty,"[0.7976864846295882, 0.06442157752101857, -0.38540908986487626, -0.4593538571063932, 0.0, 0.0]"
1745,compassion,"[0.5778385873543279, 0.44650209478620756, 0.22762389789970533, 0.2379929152380783, 0.3933643322799967, 0.4511648055946085]"
1746,estimated,"[0.7362255094450554, 0.2927712225825144, 0.6101286835331611, 0.0, 0.0, 0.0]"
1747,offers,"[0.8481932150914436, 0.49288827591853285, 0.1939830336263878, 0.0, 0.0, 0.0]"
1748,drove,"[0.3210630587818305, 0.45340436133072004, 0.8314703827629321, 0.0, 0.0, 0.0]"
1749,gear,"[0.6186323515701607, 0.35543814184520317, 0.2225561736670567, 0.6640305421913213, 0.02213435140637738, 0.0]"
1750,rocks,"[0.35170223984000787, 0.7404270798680003, 0.5727768098392841, 0.0, 0.0, 0.0]"
1751,est,"[0.24222639770853424, 0.3943365094023196, 0.8864677600485769, 0.0, 0.0, 0.0]"
1752,sale,"[0.6860958634069179, 0.2358514038552417, 0.6819410322779706, 0.09275241242729738, 0.0, 0.0]"
1753,trueblue,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1754,beach,"[0.11607337891235842, 0.8117525436484846, 0.570196105255046, 0.04961028260411135, 0.0, 0.0]"
1755,va,"[0.9355172183727375, 0.3532810978925077, 0.0, 0.0, 0.0, 0.0]"
1756,carriers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1757,:smiling_face_with_heart-eyes:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1758,dirty,"[0.7312438957831077, 0.09886226113118356, -0.37347965316224896, -0.5621579554518281, 0.0, 0.0]"
1759,worried,"[0.8293981271835645, 0.06483620399544088, 0.05761542956772395, -0.142199783613957, -0.5332491885523386, 0.0]"
1760,g,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1761,whenever,"[0.22874483334260498, 0.9734864155287755, 0.0, 0.0, 0.0, 0.0]"
1762,meet,"[0.17081876180138192, 0.36982742483500514, 0.021506026796816072, 0.6235868330212819, 0.2182553915574487, 0.6301509049478218]"
1763,bin,"[0.47751416370632943, 0.4133411363894049, 0.4290335276026036, 0.6433334456698628, 0.05640601300896901, 0.0]"
1764,tech,"[0.3103061304307576, 0.2749147236845603, 0.6163480476147278, 0.6695125721896824, 0.0, 0.0]"
1765,cake,"[0.1730907677915759, 0.38449107569077184, 0.9005830240415474, 0.10562393491845308, 0.0, 0.0]"
1766,include,"[0.6162105490813654, 0.08387996385630807, 0.01846641516813726, 0.12995470857776995, 0.7629120861819341, 0.11825660595138347]"
1767,springs,"[0.6872201269971991, 0.7264492391419745, 0.0, 0.0, 0.0, 0.0]"
1768,positive,"[0.4066789393366538, 0.5506667134099964, 0.5281856578089124, 0.4648474402405861, 0.1905654198142687, 0.0]"
1769,#jfk,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1770,brought,"[0.9418972276097684, 0.33590119472998614, 0.0, 0.0, 0.0, 0.0]"
1771,manage,"[0.15119120188177795, 0.40609678006355115, 0.5176932593814713, 0.7377128946185965, 0.0, 0.0]"
1772,march,"[0.6764478370569323, 0.6129457587473992, 0.4083084870224632, 0.0, 0.0, 0.0]"
1773,payment,"[0.746776167072802, 0.6621688243933707, 0.062111225181572124, 0.0, 0.0, 0.0]"
1774,method,"[0.412297465117446, 0.9083907656060288, 0.06954866799171158, 0.0, 0.0, 0.0]"
1775,tea,"[0.6925544563485342, 0.12336008774431845, 0.6879589467685702, 0.1537558677591647, 0.09067653739643046, 0.0]"
1776,#thankyou,"[0.49584418069887715, 0.5111760418627396, 0.7020239331337657, 0.0, 0.0, 0.0]"
1777,ios,"[0.548419636946861, 0.8362032658457351, 0.0, 0.0, 0.0, 0.0]"
1778,affected,"[0.08650336022351265, 0.9852056730259068, 0.14794238915067942, 0.0, 0.0, 0.0]"
1779,pair,"[0.41801893946608243, 0.10044787147297002, 0.5527115070597785, 0.7139190299522138, 0.0, 0.0]"
1780,david,"[0.8094263123975851, 0.5872214614593432, 0.0, 0.0, 0.0, 0.0]"
1781,partner,"[0.31991460272700767, 0.019217696943160983, 0.23993910395175708, 0.6043799809651111, 0.688795609807192, 0.0]"
1782,#unacceptable,"[0.42086217388933117, 0.907124594854062, 0.0, 0.0, 0.0, 0.0]"
1783,okc,"[0.9604033019145674, 0.2045716953645074, 0.1891452328960149, 0.0, 0.0, 0.0]"
1784,outbound,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1785,doesnt,"[0.7884185768437321, 0.3638092493869093, 0.49602316251183054, 0.0, 0.0, 0.0]"
1786,meetings,"[0.50663582231169, 0.000819875147372995, 0.06820774194182125, 0.8594574889396788, 0.0, 0.0]"
1787,canned,"[0.9472282460881696, 0.3205599005064891, 0.0, 0.0, 0.0, 0.0]"
1788,hostage,"[0.748367775893491, 0.280688798791322, 0.10484257940145408, -0.5917495279100476, 0.0, 0.0]"
1789,cancun,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1790,claims,"[0.7734965173543412, 0.2987404330718155, 0.5589787932370687, 0.0, 0.0, 0.0]"
1791,charges,"[0.40189672492352246, 0.9156850017859562, 0.0, 0.0, 0.0, 0.0]"
1792,existing,"[0.3246084861997653, 0.6642717552643094, 0.6733293145595031, 0.0, 0.0, 0.0]"
1793,unless,"[0.0475204618308547, 0.9988702647027702, 0.0, 0.0, 0.0, 0.0]"
1794,msy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1795,announce,"[0.7232674997222692, 0.3555322652657156, 0.36404238948832607, -0.46685551389713287, 0.0, 0.0]"
1796,#unfriendlyskies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1797,notifications,"[0.9997082913023498, 0.02415227321260083, 0.0, 0.0, 0.0, 0.0]"
1798,responses,"[0.40335512084962116, 0.915043521634019, 0.0, 0.0, 0.0, 0.0]"
1799,walk,"[0.046478294247184415, 0.3410316805728273, 0.9277495010072135, -0.1442845258176071, 0.0, 0.0]"
1800,ill,"[0.03713905615249658, 0.06228281076339739, 0.06780954531750609, -0.5805611756635796, -0.8081411565237028, 0.0]"
1801,#poorservice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1802,attention,"[0.6612331725185551, 0.6771305853147164, 0.11438016643829668, 0.30196363939710325, 0.0, 0.0]"
1803,placed,"[0.7058579335572274, 0.4221822987974194, 0.5687940613406993, 0.0, 0.0, 0.0]"
1804,legs,"[0.7023158153163822, 0.7118655038393736, 0.0, 0.0, 0.0, 0.0]"
1805,nor,"[0.045470391885660225, 0.9415926164489661, 0.25870983592792085, 0.21072496032673244, 0.0, 0.0]"
1806,miserable,"[0.7095921086916118, 0.18657074936134033, 0.04775290667332636, -0.6777831914923742, 0.0, 0.0]"
1807,#ridiculous,"[0.7230126953877519, 0.5284589915116946, -0.4449536342121282, 0.0, 0.0, 0.0]"
1808,including,"[0.015800767696566298, 0.07681566237116458, 0.22342634584351626, 0.6052406278398301, 0.7600093026731581, 0.0]"
1809,pts,"[0.760310387233999, 0.47578033785024276, 0.4422230039009677, 0.0, 0.0, 0.0]"
1810,decided,"[0.10689269898660245, 0.0071190672632706975, 0.9942450753132552, 0.0, 0.0, 0.0]"
1811,suggest,"[0.08225865250979326, 0.27510198988377194, 0.37955441116594857, 0.8595859128992175, 0.18601859197120937, 0.0]"
1812,meals,"[0.24076963112260624, 0.17016471139706354, 0.09863816403481278, 0.9504443530896902, 0.0, 0.0]"
1813,departed,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1814,police,"[0.5160793033477957, 0.8565408061826674, 0.0, 0.0, 0.0, 0.0]"
1815,Time,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1816,rerouted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1817,garbage,"[0.005365312173478272, 0.743933337628069, 0.15657726911032552, -0.6496290952449676, 0.0, 0.0]"
1818,icing,"[0.36776571096203065, 0.036290988930096, 0.6513458425316448, -0.6627065258316154, 0.0, 0.0]"
1819,fabulous,"[0.031787610634951564, 0.6168904021554765, 0.4961241779358604, 0.4591302402552498, 0.4018656517907429, 0.0]"
1820,hit,"[0.16872194985117556, 0.19017192550025203, 0.2577187286709342, -0.9321741249799748, 0.0, 0.0]"
1821,reasons,"[0.5573093139084391, 0.8303049612226251, 0.0, 0.0, 0.0, 0.0]"
1822,coat,"[0.20748413627675108, 0.25641481805061006, 0.9428465597593453, 0.04735123047535855, 0.0, 0.0]"
1823,upcoming,"[0.5680908623873909, 0.5257126014791492, 0.40522704040833646, 0.4865080456065202, 0.0, 0.0]"
1824,comes,"[0.24366420162850722, 0.9698596583242043, 0.0, 0.0, 0.0, 0.0]"
1825,pissed,"[0.8655646347171728, 0.07763656078129359, -0.4947427892925572, 0.0, 0.0, 0.0]"
1826,dinner,"[0.12804735595187133, 0.11841261517241612, 0.3859505217940826, 0.8825398282806377, 0.2016008356218225, 0.03324269098019413]"
1827,honestly,"[0.09818242182353505, 0.3532864025256922, 0.3114482719661102, 0.8766692099786806, 0.0, 0.0]"
1828,coast,"[0.5479185706522565, 0.28667366083667295, 0.30251542583496527, 0.29722852662180177, 0.657859821793731, 0.0704523035856986]"
1829,listen,"[0.4207599647585966, 0.10604844601753997, 0.8919202481214364, 0.12725191607439432, 0.0, 0.0]"
1830,#unitedsucks,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1831,chi,"[0.4917317630933169, 0.8707467330774994, 0.0, 0.0, 0.0, 0.0]"
1832,sound,"[0.44312669850622677, 0.8924051265839396, 0.08515761338644127, 0.0, 0.0, 0.0]"
1833,sky,"[0.17909301139865047, 0.02132554279626002, 0.46226828038547924, 0.68293237043424, 0.5360805245997374, 0.0]"
1834,limit,"[0.5576431482277909, 0.383384030826489, -0.7362409959665597, 0.0, 0.0, 0.0]"
1835,lame,"[0.10074673535895659, 0.35251280645100963, 0.44286601717390134, 0.14953971305173835, -0.804420525381765, 0.0]"
1836,conference,"[0.7668391986558517, 0.19970580573428523, 0.13930301647564244, 0.5824252828048637, 0.11597712753527085, 0.0]"
1837,notify,"[0.7289795976767898, 0.4462322653540846, 0.5191006757151715, 0.0, 0.0, 0.0]"
1838,explained,"[0.926145999593245, 0.37716519913352176, 0.0, 0.0, 0.0, 0.0]"
1839,personnel,"[0.6165134686078532, 0.7873443611439113, 0.0, 0.0, 0.0, 0.0]"
1840,million,"[0.20496035995359657, 0.952912590078118, 0.22349238581729056, 0.0, 0.0, 0.0]"
1841,immediately,"[0.24221955726685304, 0.2674005218543921, 0.5083777570239649, 0.7819070936835981, 0.0, 0.0]"
1842,Nice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1843,shitty,"[0.5440223808500761, 0.06732633988553034, 0.01990781606711155, -0.8361282748186851, 0.0, 0.0]"
1844,download,"[0.32537067181421453, 0.4826476857558706, 0.8113438611333017, -0.05390989110520277, 0.0, 0.0]"
1845,rent,"[0.27981111585521645, 0.25464049622014584, 0.34421192178840243, 0.315963153098884, -0.7990928581279916, 0.0]"
1846,sadly,"[0.9368187258249213, 0.03348647671449259, -0.18951920863946872, -0.29211607346685026, 0.0, 0.0]"
1847,merge,"[0.5654035645382072, 0.5832318617871839, 0.5832318617871839, 0.0, 0.0, 0.0]"
1848,turns,"[0.516652435468721, 0.8561952236051305, 0.0, 0.0, 0.0, 0.0]"
1849,flts,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1850,yay,"[0.8498943519477326, 0.422874996029301, 0.3144142621774054, 0.0, 0.0, 0.0]"
1851,decision,"[0.033039651138524286, 0.45902949699969636, 0.17780646245674903, 0.8400679371894516, 0.18335848164661403, 0.1313418911085675]"
1852,thoughts,"[0.4741516647898685, 0.10113688276859427, 0.24063226292740234, 0.8408612511938491, 0.0, 0.0]"
1853,rapid,"[0.9954281494901348, 0.09551334567821383, 0.0, 0.0, 0.0, 0.0]"
1854,golf,"[0.8165596606131073, 0.10001739596648038, 0.07841392682001112, 0.5622746094779076, 0.030419743270183486, 0.0]"
1855,accurate,"[0.47385432054724264, 0.5928439804884471, 0.36475537568744015, 0.5388680706678238, 0.023933575144062164, 0.0]"
1856,father,"[0.24346744367207443, 0.0769089521859063, 0.08792837734618672, 0.22746644298603086, 0.9342849627686117, 0.04947568152592401]"
1857,laguardia,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1858,california,"[0.16300476829749602, 0.9866252812047134, 0.0, 0.0, 0.0, 0.0]"
1859,alert,"[0.700288098775059, 0.3667150274594273, -0.612467686779837, 0.0, 0.0, 0.0]"
1860,stick,"[0.24157222559580682, 0.4018324542606558, 0.806388737071332, 0.36043132944854983, 0.0, 0.0]"
1861,puerto,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1862,pittsburgh,"[0.3248857349002825, 0.9084255194616143, 0.2597149866136625, -0.041957842860000406, 0.0, 0.0]"
1863,parents,"[0.35218409206126733, 0.9359307481320297, 0.0, 0.0, 0.0, 0.0]"
1864,THAT,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1865,stupid,"[0.7116198067677573, 0.09946235816487868, -0.6954886698747156, 0.0, 0.0, 0.0]"
1866,ashamed,"[0.8439508507436915, 0.094151478885565, -0.5280932309286498, 0.0, 0.0, 0.0]"
1867,heart,"[0.885762177458419, 0.46413938098821156, 0.0, 0.0, 0.0, 0.0]"
1868,hunt,"[0.6400925181677352, 0.4096595906933785, 0.3781269911425921, 0.5169473810249968, -0.11066151887385255, 0.0]"
1869,:broken_heart:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1870,sunny,"[0.5676745081543986, 0.5216329317335124, 0.4644851696111604, 0.4318456712060518, 0.0583744875322134, 0.0]"
1871,balance,"[0.8858731293490668, 0.46274172167214883, 0.033149626260139314, 0.0, 0.0, 0.0]"
1872,finish,"[0.8277001819754312, 0.5489346854723159, 0.11654664235081019, 0.0, 0.0, 0.0]"
1873,#flyfi,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1874,snack,"[0.22259663183913883, 0.04698816012963204, 0.21512326602508944, 0.545761101205682, 0.7772449119337886, 0.0]"
1875,embarrassing,"[0.018408180908636232, 0.052090020858955026, 0.6773141197704803, 0.1728973258040457, -0.27464663700731157, -0.6579278769534483]"
1876,mint,"[0.20237033930730555, 0.3722911283690455, 0.18710987798836456, 0.8790861280909408, 0.11244124894186451, 0.0]"
1877,fraud,"[0.42100684219445517, 0.4379523477189383, 0.10405967372024107, -0.7874786119369594, 0.0, 0.0]"
1878,exec,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1879,aadvantage,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1880,elevate,"[0.7242864005352183, 0.689499245829709, 0.0, 0.0, 0.0, 0.0]"
1881,self,"[0.1677940305450709, 0.25520152968260285, 0.5997645776111195, 0.13290237799337307, 0.7275553256816705, 0.0]"
1882,chat,"[0.15702874241392997, 0.22570833558362985, 0.7161345188202012, 0.06188816829310381, -0.6385287204844045, 0.0]"
1883,expires,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1884,interesting,"[0.5668647986430259, 0.3493003778496262, 0.5016678117669572, 0.4058801066075705, 0.37449204502991834, 0.0]"
1885,francisco,"[0.8830627049125738, 0.46925500444053714, 0.0, 0.0, 0.0, 0.0]"
1886,complimentary,"[0.697719747188348, 0.7163708218397983, 0.0, 0.0, 0.0, 0.0]"
1887,central,"[0.5813820594870108, 0.2984786269584974, 0.14818860386325042, 0.7399115256630414, 0.0589616997012736, 0.0]"
1888,jump,"[0.9990242864440712, 0.04416418339463119, 0.0, 0.0, 0.0, 0.0]"
1889,sjc,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1890,#wtf,"[0.4170228823577668, 0.6533328166991527, -0.631860859852841, 0.0, 0.0, 0.0]"
1891,light,"[0.9986785396005486, 0.051392358783338386, 0.0, 0.0, 0.0, 0.0]"
1892,revenue,"[0.9968910715184403, 0.07879207781760869, 0.0, 0.0, 0.0, 0.0]"
1893,degrees,"[0.31405753041647383, 0.6335743988995863, 0.7070723786485608, 0.0, 0.0, 0.0]"
1894,saving,"[0.5241872465754126, 0.5342493134099705, 0.6631782578226331, 0.0, 0.0, 0.0]"
1895,flightly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1896,smooth,"[0.2010341954797245, 0.24915908815967502, 0.44944288160566054, 0.8101580586684477, 0.19786363279751884, 0.0]"
1897,rates,"[0.9831449415489762, 0.16978524666400263, 0.06781588251954054, 0.0, 0.0, 0.0]"
1898,lap,"[0.110003233433922, 0.5376479504047766, 0.8304966000899147, 0.09544300549918404, 0.0, 0.0]"
1899,grandma,"[0.44490620842367107, 0.15192943759255859, 0.8791059986636434, 0.07841272098633, 0.0, 0.0]"
1900,#southwest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1901,incident,"[0.09770356108724705, 0.7214353176768042, 0.06441774932917531, -0.6825213917019765, 0.0, 0.0]"
1902,towards,"[0.07683380753655679, 0.19785440745823263, 0.9772155337840199, 0.0, 0.0, 0.0]"
1903,forget,"[0.15804740373813386, 0.3125487956846468, -0.4848513368954136, -0.8014071684221713, 0.0, 0.0]"
1904,portland,"[0.8538651742610736, 0.1673468203423048, 0.49285830205590214, 0.0, 0.0, 0.0]"
1905,carryon,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1906,forcing,"[0.19134549020794886, 0.9815227472540204, 0.0, 0.0, 0.0, 0.0]"
1907,seated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1908,toward,"[0.3017637182367429, 0.9352124170502393, 0.11749094489247995, 0.1432210571782561, 0.0, 0.0]"
1909,industry,"[0.7205805105546169, 0.4088138385264215, 0.5502658390506726, 0.10412722800497344, 0.0, 0.0]"
1910,mr,"[0.3719763795013623, 0.9282421952772124, 0.0, 0.0, 0.0, 0.0]"
1911,express,"[0.03806644598430617, 0.5834994722166054, 0.8045595765803358, 0.10374584013799068, 0.0, 0.0]"
1912,feb,"[0.7130621751019924, 0.6990718847218748, 0.053299478704967186, 0.0, 0.0, 0.0]"
1913,existent,"[0.3804192045868813, 0.6218535684042997, 0.6845285737237881, 0.0, 0.0, 0.0]"
1914,australia,"[0.4849506229813498, 0.2248442025927477, 0.20444636632475294, 0.8200424751968869, 0.0, 0.0]"
1915,medical,"[0.08283419952770135, 0.35962317723275783, 0.17530209841500896, 0.022053147790683476, 0.4765320859183415, 0.7781450185150277]"
1916,operating,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1917,elsewhere,"[0.005382730186623945, 0.4082375937520206, 0.8898095385864717, 0.2038432689686573, 0.0, 0.0]"
1918,zone,"[0.17861643932946994, 0.20382410820363991, 0.2801109120482082, 0.9180506299678627, 0.07261417412175185, 0.0]"
1919,excuses,"[0.33940530112132195, 0.409924523413018, 0.13244185463116132, 0.5957440330698557, -0.5867828634843352, 0.0]"
1920,heathrow,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1921,private,"[0.2919278217830888, 0.08692694831046456, 0.5658578698657966, 0.7661766921783477, 0.0, 0.0]"
1922,uncomfortable,"[0.4805718234835013, 0.03705950108190743, 0.3968905812641361, 0.15972072179903365, -0.7646204766975015, 0.0]"
1923,hence,"[0.6214093996559801, 0.4383946830134306, 0.6493538788093502, 0.0, 0.0, 0.0]"
1924,doubt,"[0.9018668711318304, 0.3931205198412266, -0.17914352802891337, 0.0, 0.0, 0.0]"
1925,valid,"[0.2561119509576742, 0.24417788277797783, 0.6514125788573396, 0.6711523539742288, 0.0, 0.0]"
1926,required,"[0.5977539073451528, 0.47364775445146295, 0.13581484391940085, 0.6323783670618707, 0.0, 0.0]"
1927,comment,"[0.4703304993670919, 0.4406976164022975, 0.7596241076267584, -0.07174860386879427, 0.04897126930727227, 0.0]"
1928,walked,"[0.7694793536560326, 0.6386716874084011, 0.0, 0.0, 0.0, 0.0]"
1929,apart,"[0.6259648626239045, 0.45882394087259015, 0.008161375423736768, 0.44503029082162077, -0.4466878263897494, 0.0]"
1930,diverted,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1931,statement,"[0.1790532134732167, 0.2908928952380577, 0.9359359969284307, 0.08570344157920223, 0.0, 0.0]"
1932,signed,"[0.9032297979747763, 0.4185242944561758, 0.09493864861269656, 0.0, 0.0, 0.0]"
1933,repair,"[0.43247210686463283, 0.5382315395497949, 0.38392178778649816, 0.6130895101702055, 0.0, 0.0]"
1934,consistent,"[0.4701730000659453, 0.3019593710483201, 0.6138529441800696, 0.5576221401330402, 0.0, 0.0]"
1935,general,"[0.41712315014204626, 0.062224446179432125, 0.3308262789743906, 0.8403526044020393, 0.08060936253256973, 0.0]"
1936,buying,"[0.05966526082620165, 0.04285150901998305, 0.6056398939068509, -0.792340913833023, 0.0, 0.0]"
1937,mile,"[0.0775997046161228, 0.15973884941796274, 0.19912527780346265, 0.5305894866258903, -0.8045406802964556, 0.0]"
1938,cleveland,"[0.5727685833245186, 0.28348739916654675, 0.7310039457029981, 0.23293648169217912, -0.05426666871780494, 0.0]"
1939,heads,"[0.9612853279000027, 0.2755549280346559, 0.0, 0.0, 0.0, 0.0]"
1940,seconds,"[0.9999660687134764, 0.008237804423204834, 0.0, 0.0, 0.0, 0.0]"
1941,reserve,"[0.7340556672832211, 0.11885094756972515, 0.3970330220862111, 0.5322399950144691, 0.0782438283269134, 0.0]"
1942,unreal,"[0.6395715659281224, 0.1002890657923883, 0.16707395682524329, -0.743623969684609, 0.0, 0.0]"
1943,costumer,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
